Well_ID,Operator,Region,Well_Type,Formation,Latitude,Longitude,Spud_Date,Completion_Date,TVD_Depth_m,Status,Initial_Production_boe_d,Current_Production_boe_d,Water_Cut_pct,Royalty_Rate_pct,Cumulative_Oil_bbl,Cumulative_Gas_mcf,Cumulative_Water_bbl
AB-101913,Imperial Oil,Athabasca,Gas,Colorado Group,58.4274,-111.9403,2018-07-08,2018-09-07,2533.4,Abandoned,64.1,0.0,21.5,27.34,4631.0,9507.0,6328.0
AB-101914,Crescent Point Energy,Medicine Hat,Oil,Clearwater,49.9227,-110.9553,2018-10-09,2019-01-18,,Producing,38.3,13.1,28.2,36.31,74397.0,651.0,96884.0
AB-101915,Cenovus Energy,Peace River,Heavy Oil,Bakken,56.9671,-116.9173,2007-03-02,2007-05-03,2131.9,Producing,6.4,0.5,98.0,4.88,27975.0,869.0,59908.0
AB-101916,MEG Energy,Peace River,Gas,Montney,56.5448,-117.0912,2009-05-17,2009-11-10,831.5,Suspended,145.7,0.0,91.3,6.37,3237.0,2511.0,1383.0
AB-101917,Crescent Point Energy,Peace River,Oil,Clearwater,56.6159,-117.3674,2002-05-08,2002-08-04,2129.1,Abandoned,81.8,0.0,87.3,33.55,482318.0,2547.0,655561.0
AB-101918,Obsidian Energy,Medicine Hat,Oil Sands,Duvernay,49.8813,-111.0502,2000-05-26,2000-07-05,2031.0,Suspended,89.8,0.0,47.1,7.26,369914.0,211.0,685242.0
AB-101919,Canadian Natural Resources,Cold Lake,Heavy Oil,Bakken,54.5425,-110.0702,2005-12-26,2006-05-23,,Producing,28.7,4.8,36.6,23.93,201355.0,87.0,319666.0
AB-101920,Suncor Energy,Athabasca,Oil Sands,Duvernay,56.2216,-111.5331,2023-06-13,2023-10-08,,Producing,44.8,22.7,30.8,34.04,43670.0,188.0,89440.0
AB-101921,Athabasca Oil Corp,Lloydminster,Oil Sands,Bakken,52.9891,-109.8087,2018-01-23,2018-05-12,652.8,Producing,41.4,2.6,43.2,37.34,77857.0,38.0,226281.0
AB-101922,Obsidian Energy,Athabasca,Oil Sands,Cardium,57.4882,-111.8379,2022-05-15,2022-09-04,1887.0,Abandoned,147.0,0.0,52.4,32.48,94204.0,46.0,141432.0
AB-101923,Whitecap Resources,Lloydminster,Oil,McMurray,53.3361,-110.0666,2021-03-18,2021-05-09,2857.9,Producing,73.8,48.7,81.2,11.68,106807.0,292.0,153933.0
AB-101924,Canadian Natural Resources,Peace River,Oil Sands,Cardium,56.5637,-116.903,2014-07-23,2014-09-06,1293.3,Producing,80.4,1.8,93.6,21.3,208499.0,84.0,480640.0
AB-101925,MEG Energy,Lloydminster,Heavy Oil,Colorado Group,53.2613,-109.6732,2022-01-26,2022-05-14,1831.8,Producing,135.9,72.2,73.0,37.2,114273.0,36.0,315236.0
AB-101926,Suncor Energy,Grande Prairie,Heavy Oil,Viking,55.1519,-118.6931,2015-07-19,2015-11-24,3208.6,Producing,94.4,7.0,32.4,1.65,181088.0,4072.0,468076.0
AB-101927,Whitecap Resources,Cold Lake,Oil Sands,Cardium,54.4159,-110.2264,2009-09-26,2010-01-11,1372.9,Abandoned,70.5,0.0,84.1,9.86,286184.0,61.0,718600.0
AB-101928,Athabasca Oil Corp,Peace River,Oil Sands,McMurray,56.8655,-117.311,2005-02-05,2005-04-26,2108.8,Abandoned,37.9,0.0,,23.34,200058.0,1698.0,76039.0
AB-101929,MEG Energy,Athabasca,Oil,Duvernay,57.8126,-111.9524,2021-12-14,2022-03-10,1231.6,Suspended,60.8,0.0,38.7,14.95,64801.0,107.0,176614.0
AB-101930,Crescent Point Energy,Medicine Hat,Gas,Bakken,50.118,-110.8988,1999-01-22,1999-06-09,2692.8,Suspended,64.7,0.0,94.0,39.71,3186.0,499.0,2758.0
AB-101931,Obsidian Energy,Cold Lake,Oil Sands,Montney,54.7072,-110.0495,2004-02-08,2004-05-05,1246.9,Abandoned,41.0,0.0,84.2,25.46,304546.0,87.0,337773.0
AB-101932,Crescent Point Energy,Grande Prairie,Gas,Montney,55.1424,-118.9476,1999-01-01,1999-01-31,1523.1,Abandoned,116.6,0.0,90.3,10.49,1046.0,1862.0,491.0
AB-101933,Baytex Energy,Medicine Hat,Oil,Cardium,49.946,-110.5751,2012-08-05,2012-11-14,661.8,Producing,459.7,18.6,54.1,29.98,1005411.0,485.0,847833.0
AB-101934,Athabasca Oil Corp,Medicine Hat,Gas,Montney,49.8387,-110.8558,2008-04-10,2008-07-13,2857.2,Orphan,44.6,0.0,98.0,4.06,146.0,1550.0,238.0
AB-101935,Whitecap Resources,Medicine Hat,Oil,Montney,50.3425,-110.9217,2012-10-08,2013-02-24,467.8,Producing,81.3,0.9,50.4,10.52,316952.0,70.0,178032.0
AB-101936,Imperial Oil,Athabasca,Gas,Montney,57.7402,-110.6262,2000-03-07,2000-06-11,2215.3,Abandoned,5.8,0.0,45.4,12.56,2104.0,2545.0,4272.0
AB-101937,Whitecap Resources,Peace River,Gas,Clearwater,56.3848,-116.5845,2010-07-06,2010-10-20,2680.8,Abandoned,8.5,0.0,59.7,28.38,4717.0,4677.0,4980.0
AB-101938,Athabasca Oil Corp,Medicine Hat,Gas,Cardium,49.9761,-111.0695,2006-02-17,2006-06-25,2426.2,Producing,89.9,2.9,91.4,37.38,4632.0,103825.0,4270.0
AB-101939,Crescent Point Energy,Grande Prairie,Oil,Clearwater,55.46,-119.2467,2007-05-25,2007-10-06,1027.7,Producing,34.3,3.6,60.9,31.72,173810.0,112.0,509481.0
AB-101940,Baytex Energy,Lloydminster,Oil Sands,Montney,53.3889,-110.0461,2010-04-09,2010-09-21,1133.9,Producing,88.6,7.6,53.4,13.96,263054.0,4.0,421804.0
AB-101941,MEG Energy,Medicine Hat,Oil,Montney,49.9491,-110.8065,2017-11-14,2018-04-29,1947.7,Producing,91.7,7.8,35.9,29.35,167296.0,202.0,271372.0
AB-101942,Crescent Point Energy,Cold Lake,Gas,Cardium,54.5264,-110.2442,2019-11-23,2020-04-14,1911.7,Abandoned,31.8,0.0,49.8,27.95,2112.0,87921.0,1496.0
AB-101943,Crescent Point Energy,Grande Prairie,Oil Sands,Clearwater,54.9197,-118.9877,2012-01-22,2012-04-12,2555.2,Abandoned,50.1,0.0,82.7,37.36,174196.0,199.0,179200.0
AB-101944,Obsidian Energy,Grande Prairie,Oil,Bakken,55.505,-119.0477,2014-08-18,2014-09-08,1765.5,Producing,21.7,0.7,24.3,20.22,62241.0,743.0,96073.0
AB-101945,Whitecap Resources,Cold Lake,Oil,Cardium,54.7936,-110.2717,2022-09-07,2023-01-04,476.5,Producing,57.8,23.7,69.9,7.88,59875.0,347.0,113266.0
AB-101946,Suncor Energy,Grande Prairie,Oil,Colorado Group,55.5258,-119.2863,1998-05-05,1998-10-01,1427.1,Producing,40.2,0.1,78.4,26.52,352054.0,119.0,811915.0
AB-101947,Obsidian Energy,Cold Lake,Gas,Cardium,54.0504,-109.8585,2013-06-14,2013-10-09,925.0,Producing,39.2,5.0,42.0,38.25,4367.0,4533.0,12967.0
AB-101948,Athabasca Oil Corp,Grande Prairie,Oil,Clearwater,55.5657,-119.2296,2007-02-04,2007-04-20,1797.1,Orphan,25.9,0.0,83.3,16.68,169226.0,3.0,343006.0
AB-101949,Suncor Energy,Medicine Hat,Heavy Oil,Duvernay,49.8859,-110.6624,2006-12-14,2007-04-27,1207.1,Producing,88.1,9.0,82.8,12.0,583625.0,73.0,549777.0
AB-101950,Canadian Natural Resources,Peace River,Oil Sands,Cardium,56.8945,-116.9924,2011-12-04,2012-04-14,1320.7,Abandoned,121.8,0.0,98.0,28.44,304874.0,2111.0,92974.0
AB-101951,Athabasca Oil Corp,Grande Prairie,Oil,Viking,54.9975,-118.5365,2014-11-06,2014-12-06,2251.1,Producing,103.4,6.6,40.8,10.06,365661.0,63.0,789566.0
AB-101952,MEG Energy,Lloydminster,Heavy Oil,Montney,53.1221,-109.6025,2014-03-17,2014-08-15,3623.1,Producing,29.2,0.7,50.4,39.54,106184.0,26.0,76757.0
AB-101953,Cenovus Energy,Grande Prairie,Heavy Oil,Clearwater,55.5764,-119.0733,1998-02-07,1998-06-13,1287.5,Producing,134.0,3.2,51.8,19.03,1173422.0,161.0,1031630.0
AB-101954,Baytex Energy,Peace River,Heavy Oil,Duvernay,56.8532,-117.3699,2013-07-14,2013-12-01,1918.0,Producing,17.7,0.8,,12.98,53764.0,224.0,26130.0
AB-101955,Baytex Energy,Medicine Hat,Oil Sands,Montney,50.38,-110.9002,2007-07-03,2007-12-15,1799.3,Producing,43.9,2.7,79.9,2.66,126079.0,1935.0,363708.0
AB-101956,MEG Energy,Cold Lake,Oil,Viking,54.3844,-110.3169,2018-11-11,2019-03-17,1371.3,Abandoned,693.5,0.0,94.1,2.99,1719048.0,10857.0,579386.0
AB-101957,Athabasca Oil Corp,Cold Lake,Oil,Colorado Group,54.4635,-110.2381,2014-02-17,2014-07-04,2554.9,Producing,36.4,10.9,44.2,18.96,105510.0,2030.0,187392.0
AB-101958,Imperial Oil,Medicine Hat,Heavy Oil,Duvernay,50.4035,-110.8913,2016-10-23,2017-01-10,2566.3,Abandoned,72.1,0.0,63.3,11.37,128455.0,80.0,244938.0
AB-101959,Baytex Energy,Lloydminster,Oil Sands,Bakken,53.1739,-110.1312,1998-11-23,1999-02-14,661.6,Abandoned,33.3,0.0,81.7,31.94,236634.0,23.0,527574.0
AB-101960,Baytex Energy,Cold Lake,Gas,Colorado Group,54.7756,-110.2011,2003-03-03,2003-05-14,539.4,Producing,113.9,0.8,66.7,28.21,2162.0,2997.0,3870.0
AB-101961,Imperial Oil,Grande Prairie,Oil,Viking,55.5241,-119.0476,1998-08-23,1999-02-02,2360.3,Producing,168.9,5.1,68.5,19.6,661256.0,70.0,710912.0
AB-101962,Canadian Natural Resources,Athabasca,Oil,Montney,57.0785,-111.584,2001-10-12,2002-03-03,2093.9,Producing,92.3,0.0,91.6,26.09,399827.0,132.0,293058.0
AB-101963,Imperial Oil,Cold Lake,Oil,Cardium,54.5326,-110.4857,2021-03-18,2021-04-26,1448.1,Producing,23.2,11.9,62.5,6.57,21027.0,581.0,55444.0
AB-101964,Athabasca Oil Corp,Athabasca,Oil,Montney,56.5752,-111.4401,2014-11-12,2014-12-24,1285.4,Producing,120.0,27.2,68.6,38.9,431721.0,36.0,651200.0
AB-101965,Cenovus Energy,Medicine Hat,Gas,Viking,49.9206,-110.5731,2014-03-16,2014-05-10,1299.4,Abandoned,27.8,0.0,89.4,14.4,2756.0,13572.0,1217.0
AB-101966,Crescent Point Energy,Cold Lake,Oil Sands,Viking,54.3132,-110.0071,2012-12-04,2013-01-03,1972.3,Abandoned,182.1,0.0,52.7,33.35,848466.0,578.0,988481.0
AB-101967,MEG Energy,Lloydminster,Oil,McMurray,53.2716,-109.721,2007-10-02,2007-10-24,2360.8,Producing,58.9,0.1,98.0,11.12,366446.0,418.0,740819.0
AB-101968,Canadian Natural Resources,Cold Lake,Oil Sands,Clearwater,54.2892,-110.0283,2020-09-04,2020-09-25,1823.2,Suspended,1.2,0.0,28.8,31.78,1107.0,499.0,3294.0
AB-101969,Obsidian Energy,Medicine Hat,Oil,Bakken,49.9024,-110.5271,2002-09-13,2002-11-15,1754.9,Producing,131.2,3.3,,39.19,958814.0,316.0,831883.0
AB-101970,Athabasca Oil Corp,Lloydminster,Oil,Colorado Group,53.3339,-110.1235,2017-05-12,2017-06-18,2092.4,Producing,130.4,39.1,45.2,7.47,325054.0,1699.0,830208.0
AB-101971,Obsidian Energy,Medicine Hat,Oil,Cardium,50.4926,-111.1671,2011-02-17,2011-08-09,1857.9,Producing,38.7,0.3,48.7,5.04,107689.0,192.0,280814.0
AB-101972,Baytex Energy,Peace River,Gas,Colorado Group,56.7086,-116.5023,2004-11-10,2005-04-28,2020.8,Abandoned,51.2,0.0,36.9,3.12,2970.0,1020.0,8439.0
AB-101973,Canadian Natural Resources,Athabasca,Oil,Duvernay,56.5163,-110.9264,2012-01-09,2012-04-01,1489.7,Producing,38.2,0.3,29.4,11.75,124403.0,103.0,72219.0
AB-101974,Suncor Energy,Lloydminster,Gas,Clearwater,53.3015,-109.7913,2006-04-19,2006-09-02,2121.1,Orphan,63.5,0.0,62.6,28.47,1398.0,4570.0,2106.0
AB-101975,MEG Energy,Cold Lake,Heavy Oil,Cardium,54.6802,-109.9754,2005-05-25,2005-08-24,2637.1,Producing,126.1,0.2,71.4,30.69,401414.0,218.0,1170133.0
AB-101976,Cenovus Energy,Athabasca,Oil,Montney,56.6779,-111.3079,2004-07-13,2004-10-11,1219.1,Producing,23.1,0.0,98.0,23.05,150031.0,40.0,391170.0
AB-101977,Imperial Oil,Cold Lake,Oil,McMurray,54.5284,-110.3358,2011-08-19,2011-09-27,1952.5,Producing,35.6,0.8,89.6,24.22,180240.0,175.0,415236.0
AB-101978,MEG Energy,Athabasca,Oil,Colorado Group,58.133,-110.7309,2005-06-22,2005-10-22,1084.0,Producing,93.8,3.4,96.5,13.71,476166.0,137.0,1172092.0
AB-101979,Imperial Oil,Peace River,Gas,McMurray,56.2661,-116.6165,2003-09-27,2004-01-02,2068.1,Suspended,77.4,0.0,52.4,3.12,4473.0,16544.0,5293.0
AB-101980,Canadian Natural Resources,Lloydminster,Heavy Oil,Montney,53.2113,-110.016,2020-01-07,2020-03-15,3314.1,Producing,71.5,11.9,32.7,15.21,123265.0,579.0,102875.0
AB-101981,,Athabasca,Oil Sands,Duvernay,56.4482,-111.0723,2010-11-02,2011-03-15,2159.7,Producing,247.0,24.2,63.3,29.42,1289353.0,147.0,3121948.0
AB-101982,MEG Energy,Cold Lake,Oil,Colorado Group,54.1918,-110.1089,2002-09-22,2002-12-14,2026.6,Producing,75.1,0.0,66.8,15.29,358413.0,24.0,534778.0
AB-101983,Baytex Energy,Lloydminster,Heavy Oil,McMurray,53.1086,-110.0716,2002-11-12,2003-01-25,793.6,Orphan,22.4,0.0,57.1,11.45,136210.0,62.0,401034.0
AB-101984,MEG Energy,Grande Prairie,Heavy Oil,Bakken,55.3298,-118.8659,2002-02-04,2002-05-13,2108.6,Producing,47.7,2.7,60.1,33.69,223038.0,35.0,542138.0
AB-101985,Imperial Oil,Athabasca,Heavy Oil,Clearwater,58.0235,-110.9294,2001-01-01,2001-05-26,2391.7,Producing,73.5,0.2,59.9,22.77,445930.0,408.0,593458.0
AB-101986,Crescent Point Energy,Athabasca,Oil Sands,Duvernay,56.6392,-110.5726,2018-07-18,2018-09-23,1485.4,Abandoned,61.4,0.0,39.4,8.81,155526.0,161.0,153627.0
AB-101987,Cenovus Energy,Athabasca,Oil,Viking,56.5599,-111.532,2014-02-10,2014-07-07,3982.5,Suspended,10.7,0.0,44.3,22.43,27034.0,637.0,41812.0
AB-101988,Whitecap Resources,Peace River,Gas,Cardium,56.5122,-117.4926,2000-03-02,2000-05-02,3244.5,Producing,204.8,0.4,56.3,18.12,2575.0,2157.0,7322.0
AB-101989,Crescent Point Energy,Grande Prairie,Heavy Oil,Duvernay,55.1393,-119.4965,2023-08-09,2024-01-27,1566.4,Producing,11.1,7.0,34.0,11.27,6645.0,613.0,2049.0
AB-101990,Crescent Point Energy,Cold Lake,Oil Sands,Cardium,54.4351,-109.8719,2021-05-14,2021-08-16,2023.5,Suspended,39.5,0.0,49.5,23.88,58878.0,202.0,166000.0
AB-101991,Canadian Natural Resources,Medicine Hat,Gas,Bakken,50.3549,-110.82,2010-01-22,2010-07-01,2552.3,Producing,66.8,8.2,52.6,5.31,2755.0,133.0,3146.0
AB-101992,Cenovus Energy,Lloydminster,Heavy Oil,Colorado Group,53.3056,-109.5009,2009-12-19,2010-03-25,2408.5,Producing,63.9,16.9,,21.46,287994.0,28.0,653116.0
AB-101993,Obsidian Energy,Peace River,Heavy Oil,Cardium,56.0527,-117.3771,2012-07-05,2012-12-26,525.7,Producing,81.8,16.3,32.0,33.62,184943.0,639.0,220166.0
AB-101994,Cenovus Energy,Cold Lake,Heavy Oil,Duvernay,54.4508,-110.4683,2013-10-09,2014-01-25,1770.2,Producing,73.6,5.3,49.2,32.3,258893.0,130.0,477663.0
AB-101995,Imperial Oil,Peace River,Oil Sands,Duvernay,56.2847,-116.8435,2015-05-12,2015-10-22,2206.7,Producing,250.4,32.2,36.1,25.1,899288.0,153.0,1299940.0
AB-101996,Cenovus Energy,Peace River,Heavy Oil,Cardium,56.161,-117.0418,2021-11-24,2022-02-09,886.1,Abandoned,47.5,0.0,31.6,1.07,69588.0,82.0,35684.0
AB-101997,,Medicine Hat,Heavy Oil,Clearwater,49.9676,-110.5631,2015-06-26,2015-10-18,2283.4,Abandoned,126.9,0.0,81.5,8.66,262547.0,129.0,438899.0
AB-101998,MEG Energy,Peace River,Oil Sands,Montney,56.3868,-116.8759,2000-08-04,2001-01-18,1220.1,Producing,70.8,0.1,,36.81,629423.0,123.0,924157.0
AB-101999,Crescent Point Energy,Cold Lake,Oil,McMurray,54.2565,-110.3761,2005-10-18,2006-01-04,1178.0,Suspended,31.4,0.0,92.4,24.61,183626.0,605.0,152671.0
AB-102000,Obsidian Energy,Lloydminster,Oil Sands,Montney,53.3334,-110.1092,2019-07-07,2019-10-16,1963.0,Orphan,32.3,0.0,40.5,15.61,42245.0,183.0,19251.0
AB-102001,Imperial Oil,Lloydminster,Gas,Duvernay,53.0857,-109.6168,2015-04-06,2015-07-16,2147.8,Producing,41.9,5.6,37.7,27.05,3728.0,6010.0,1635.0
AB-102002,Whitecap Resources,Peace River,Oil Sands,Colorado Group,56.3742,-116.8006,2000-02-16,2000-07-19,1353.6,Suspended,26.9,0.0,68.1,38.61,145906.0,43.0,240265.0
AB-102003,Athabasca Oil Corp,Medicine Hat,Oil,Clearwater,50.3308,-110.823,2019-06-15,2019-07-12,1658.7,Producing,116.7,47.8,75.0,26.68,267141.0,68.0,367829.0
AB-102004,Baytex Energy,Medicine Hat,Gas,Colorado Group,49.9482,-110.6909,2003-06-02,2003-09-19,2123.6,Producing,9.0,0.0,62.4,15.42,437.0,936.0,167.0
AB-102005,Suncor Energy,Cold Lake,Heavy Oil,Clearwater,54.681,-109.8181,2011-07-09,2011-07-30,2749.6,Producing,124.4,1.6,38.6,22.25,282672.0,298.0,196271.0
AB-102006,Baytex Energy,Peace River,Gas,Cardium,56.1973,-117.2565,2021-07-08,2021-09-22,2241.5,Suspended,115.2,0.0,42.6,8.73,3926.0,10326.0,3602.0
AB-102007,Athabasca Oil Corp,Grande Prairie,Heavy Oil,Duvernay,55.5944,-119.0524,2006-08-15,2006-09-17,1482.2,Abandoned,33.0,0.0,64.4,3.39,98172.0,117.0,277432.0
AB-102008,Imperial Oil,Cold Lake,Gas,Duvernay,54.0198,-110.4044,2002-02-16,2002-04-13,1963.8,Producing,120.8,0.1,68.1,5.5,1126.0,1136.0,3024.0
AB-102009,Cenovus Energy,Cold Lake,Oil Sands,Colorado Group,54.6684,-110.2205,1998-10-24,1999-01-11,1776.2,Producing,27.4,2.6,,19.35,215801.0,645.0,441451.0
AB-102010,Cenovus Energy,Athabasca,Oil,Cardium,57.9407,-110.7643,2012-04-04,2012-06-11,2190.5,Producing,81.2,4.0,34.5,36.32,353969.0,124.0,138880.0
AB-102011,Athabasca Oil Corp,Medicine Hat,Oil Sands,Duvernay,50.4551,-110.4935,2010-11-25,2011-02-14,2253.9,Abandoned,16.1,0.0,98.0,31.07,72185.0,378.0,136953.0
AB-102012,Athabasca Oil Corp,Athabasca,Heavy Oil,Cardium,56.934,-111.8295,2016-08-12,2016-10-08,3275.0,Producing,17.6,1.2,60.2,25.16,35555.0,455.0,91224.0
AB-102013,Imperial Oil,Grande Prairie,Gas,Bakken,55.5537,-118.5519,2003-06-20,2003-09-09,,Producing,116.1,0.1,80.2,36.61,3330.0,12572.0,2195.0
AB-102014,Crescent Point Energy,Athabasca,Oil Sands,Cardium,58.2464,-111.5802,2002-11-17,2003-04-20,2761.0,Producing,94.4,0.1,81.3,29.28,679719.0,4686.0,1331424.0
AB-102015,Suncor Energy,Athabasca,Heavy Oil,Bakken,56.9355,-111.7042,2017-05-13,2017-10-01,2553.6,Orphan,170.3,0.0,19.2,29.42,302001.0,239.0,850606.0
AB-102016,Imperial Oil,Athabasca,Gas,Duvernay,57.1749,-111.5338,2007-04-10,2007-05-02,1421.3,Producing,48.4,1.4,38.8,6.27,2180.0,4510.0,6451.0
AB-102017,Crescent Point Energy,Peace River,Gas,Duvernay,56.3551,-116.6841,2002-07-08,2002-10-08,2114.9,Producing,39.9,0.4,55.3,28.02,3117.0,1986.0,6039.0
AB-102018,Baytex Energy,Peace River,Oil,Bakken,56.0792,-116.825,2015-03-25,2015-05-13,984.0,Suspended,13.1,0.0,97.9,12.82,37029.0,1404.0,23457.0
AB-102019,MEG Energy,Athabasca,Oil Sands,Viking,56.0268,-111.7998,2010-11-05,2011-03-20,1816.8,Abandoned,10.3,0.0,,23.24,52548.0,156.0,119994.0
AB-102020,Crescent Point Energy,Athabasca,Oil Sands,Montney,56.7057,-111.4088,2018-09-08,2018-12-07,629.2,Suspended,38.7,0.0,68.1,13.86,82547.0,3530.0,194471.0
AB-102021,Cenovus Energy,Grande Prairie,Heavy Oil,Colorado Group,55.585,-119.0461,2002-03-02,2002-04-04,1629.3,Orphan,42.6,0.0,67.7,17.77,334210.0,31.0,637220.0
AB-102022,Whitecap Resources,Athabasca,Heavy Oil,Clearwater,57.548,-111.6284,2000-03-27,2000-08-23,,Orphan,54.5,0.0,78.6,2.48,330492.0,121.0,878601.0
AB-102023,Canadian Natural Resources,Lloydminster,Oil,Clearwater,53.0522,-109.6452,2016-05-24,2016-11-12,2838.8,Producing,88.3,17.8,53.5,6.87,133348.0,175.0,134352.0
AB-102024,Crescent Point Energy,Athabasca,Oil,Clearwater,56.6131,-110.5078,2022-12-17,2023-03-22,2350.0,Orphan,151.8,0.0,60.4,7.41,149110.0,494.0,174606.0
AB-102025,MEG Energy,Grande Prairie,Gas,Viking,55.3857,-118.6162,2022-12-25,2023-06-17,,Producing,19.1,13.1,17.1,35.13,1218.0,157050.0,2045.0
AB-102026,Crescent Point Energy,Medicine Hat,Oil Sands,Clearwater,50.4922,-110.4742,2013-12-20,2014-01-26,1254.7,Producing,29.0,2.4,49.2,8.63,79824.0,505.0,159355.0
AB-102027,Obsidian Energy,Grande Prairie,Oil,Clearwater,54.8638,-119.3705,1999-01-04,1999-05-08,1845.2,Producing,65.3,2.9,98.0,36.29,415878.0,1122.0,554737.0
AB-102028,Cenovus Energy,Peace River,Oil,Colorado Group,56.8477,-117.1055,2023-09-01,2023-09-26,2600.9,Abandoned,163.3,0.0,42.9,10.87,121140.0,11.0,137818.0
AB-102029,Canadian Natural Resources,Peace River,Oil,Cardium,56.6393,-117.2273,2017-05-24,2017-11-14,1062.7,Producing,187.4,20.0,51.9,38.28,576920.0,41.0,1168585.0
AB-102030,Obsidian Energy,Cold Lake,Oil,Viking,54.762,-110.0869,2011-05-11,2011-06-26,668.0,Producing,310.2,21.9,98.0,31.47,995302.0,121.0,860606.0
AB-102031,Obsidian Energy,Lloydminster,Gas,Bakken,53.0072,-109.9535,1998-05-05,1998-07-24,1824.8,Suspended,126.5,0.0,67.3,6.28,4471.0,37057.0,1854.0
AB-102032,Crescent Point Energy,Peace River,Gas,Bakken,56.3476,-116.628,2021-06-27,2021-08-28,2229.6,Producing,49.5,9.1,74.8,10.95,3376.0,14393.0,2886.0
AB-102033,MEG Energy,Cold Lake,Gas,McMurray,54.6459,-110.3309,2007-10-10,2008-03-13,,Suspended,47.9,0.0,74.5,10.0,1503.0,1150.0,961.0
AB-102034,MEG Energy,Athabasca,Gas,Clearwater,56.9653,-111.8597,2010-09-09,2010-12-01,3252.8,Producing,112.7,0.8,98.0,7.89,1396.0,2305.0,2482.0
AB-102035,Canadian Natural Resources,Lloydminster,Oil Sands,Viking,53.3179,-109.8722,2018-01-01,2018-06-17,2908.6,Producing,36.9,2.7,25.8,26.6,86121.0,2.0,126520.0
AB-102036,Baytex Energy,Grande Prairie,Oil Sands,Clearwater,55.4117,-118.6851,2017-09-24,2017-12-30,1983.5,Producing,135.0,45.3,45.6,39.6,282123.0,4.0,661918.0
AB-102037,Athabasca Oil Corp,Athabasca,Gas,McMurray,57.3079,-111.0728,2006-06-03,2006-07-11,2919.5,Producing,42.2,0.3,56.8,11.9,4248.0,348.0,11460.0
AB-102038,Canadian Natural Resources,Peace River,Heavy Oil,McMurray,56.3447,-116.969,1998-11-26,1998-12-12,2722.0,Producing,3.0,0.0,71.5,26.97,19558.0,88.0,27503.0
AB-102039,MEG Energy,Cold Lake,Oil,McMurray,54.3983,-110.4866,2006-12-19,2007-05-30,2471.5,Producing,122.8,2.2,83.3,23.93,741895.0,44.0,1378230.0
AB-102040,,Medicine Hat,Oil Sands,Clearwater,49.9005,-110.6214,2007-02-05,2007-06-24,1835.7,Producing,243.5,0.5,57.2,31.23,1215866.0,21.0,1007264.0
AB-102041,MEG Energy,Grande Prairie,Oil Sands,Clearwater,55.3918,-119.3599,2010-06-20,2010-10-09,2434.2,Producing,217.3,32.6,88.8,9.15,622416.0,73.0,304112.0
AB-102042,Suncor Energy,Grande Prairie,Gas,Colorado Group,54.8237,-119.4357,1998-02-19,1998-05-07,1999.2,Producing,141.1,1.2,54.1,8.2,3931.0,2914.0,10582.0
AB-102043,Canadian Natural Resources,Peace River,Gas,Cardium,56.0111,-116.8313,2007-04-24,2007-06-10,3069.8,Producing,25.6,1.9,98.0,9.67,928.0,22303.0,964.0
AB-102044,Suncor Energy,Cold Lake,Oil,Colorado Group,54.0671,-110.2799,2001-03-04,2001-06-01,2496.2,Suspended,243.8,0.0,57.2,28.1,1849693.0,328.0,2751884.0
AB-102045,Canadian Natural Resources,Grande Prairie,Heavy Oil,McMurray,55.113,-118.5207,2000-07-10,2000-10-05,2151.1,Producing,190.6,0.1,54.5,12.84,1173680.0,48.0,805081.0
AB-102046,Athabasca Oil Corp,Athabasca,Oil,Duvernay,57.8312,-110.7259,2017-10-01,2018-01-31,1293.6,Abandoned,73.8,0.0,45.7,30.76,147360.0,86.0,53858.0
AB-102047,Suncor Energy,Medicine Hat,Oil Sands,Bakken,50.1999,-111.0165,2004-06-05,2004-08-25,2174.4,Producing,319.4,0.5,98.0,5.3,1088048.0,4.0,2101733.0
AB-102048,Suncor Energy,Medicine Hat,Gas,Viking,50.2279,-110.4334,2012-09-12,2013-02-03,3574.8,Producing,154.8,3.3,62.4,2.39,55.0,1365.0,110.0
AB-102049,Whitecap Resources,Peace River,Oil Sands,Duvernay,56.3292,-117.4899,2016-10-05,2017-03-13,1696.8,Abandoned,38.7,0.0,44.0,20.34,62129.0,679.0,35219.0
AB-102050,Canadian Natural Resources,Medicine Hat,Oil,Viking,50.4268,-110.4618,2022-09-12,2023-02-08,3035.0,Producing,391.0,163.6,36.3,8.49,393434.0,199.0,148557.0
AB-102051,Canadian Natural Resources,Cold Lake,Oil,Viking,54.3449,-109.9767,2019-01-12,2019-02-20,1593.3,Producing,25.2,6.5,52.2,1.4,61851.0,215.0,112201.0
AB-102052,Cenovus Energy,Cold Lake,Oil Sands,Colorado Group,54.3217,-110.4147,1998-07-16,1998-11-04,2197.8,Producing,44.9,1.8,77.3,11.49,395037.0,92.0,616227.0
AB-102053,Whitecap Resources,Medicine Hat,Heavy Oil,Colorado Group,50.2049,-110.532,2021-08-23,2021-10-09,2359.2,Abandoned,27.6,0.0,71.0,34.17,30961.0,31.0,53044.0
AB-102054,Canadian Natural Resources,Grande Prairie,Gas,Colorado Group,54.8451,-118.5244,2001-10-24,2002-01-12,2165.5,Suspended,28.3,0.0,66.3,10.07,2431.0,1520.0,3258.0
